epsilon,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,0.9,,1,,1.5,,2,,2.5,,3,,3.5,,4,,4.5,,5,
,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL
0,369.2303,360.4386,369.6101,362.7244,370.2156,359.8065,369.7476,358.4035,369.8295,367.0417,369.5153,366.6575,370.269,363.7237,369.2144,361.8308,370.3002,357.3295,369.9997,358.3651,370.7095,364.0647,369.6018,364.0452,370.9152,358.6143,370.2742,360.9666,369.0475,367.3713,369.1391,362.1811,370.8927,366.963,369.319,360.7831
0.5,123.9894,122.6678883,124.8409,123.6707776,122.4718,121.5183915,124.2316,123.0994594,122.394,122.8605666,118.9573,115.8814935,120.4555,120.8191108,121.4434,118.6745666,120.1027,119.5818738,117.9069,114.6913469,111.1047,111.026542,108.3997,108.4750461,105.25,104.2649424,100.3289,99.46671145,97.7844,98.5129636,95.8522,92.79455177,92.4763,93.39732407,89.1198,86.91981565
1,22.1609,21.89608995,21.616,21.05969836,21.1849,20.99447043,21.0945,20.62310115,20.474,20.19191163,19.6685,19.49003319,19.8186,18.99106527,19.364,18.8383012,19.4531,18.83365262,18.7586,18.57489781,17.3814,17.05783195,16.4429,16.1362814,14.5352,13.9942397,13.8365,13.25104248,12.6759,12.08385953,11.7359,11.28119133,11.0539,10.56061302,10.3599,9.745505091
1.5,6.6573,6.093518672,6.3365,5.864393137,6.2292,5.711508513,5.9988,5.557777204,5.91,5.40599875,5.6723,5.174281595,5.5643,5.085671235,5.553,5.103468971,5.2964,4.711280787,5.1608,4.659540159,4.5499,4.012570256,4.0351,3.52943532,3.5666,2.989959603,3.2409,2.709354397,2.9534,2.38109122,2.804,2.26784001,2.604,2.052901712,2.469,1.913218503
2,3.2216,2.687790145,3.0831,2.502682707,2.9695,2.439336956,2.9015,2.315066674,2.7573,2.157049373,2.6658,2.119424345,2.5614,2.002406303,2.4891,1.893842616,2.3797,1.833593225,2.3177,1.748963292,1.982,1.370059746,1.7223,1.10213619,1.5695,0.948293033,1.4359,0.78584537,1.3683,0.706332075,1.3276,0.671954904,1.2671,0.580337203,1.2449,0.55295078
2.5,2.1092,1.500566736,2.0101,1.434922956,1.9543,1.350256949,1.8413,1.247104581,1.7421,1.128235295,1.6853,1.073023321,1.6082,0.990651755,1.5437,0.903090177,1.4469,0.807245659,1.4128,0.747296464,1.2407,0.539807974,1.1428,0.403762879,1.0961,0.327834619,1.0655,0.265738239,1.0482,0.227776092,1.039,0.202195668,1.0291,0.173367228,1.0258,0.162286764
3,1.6584,1.036058291,1.5658,0.95549027,1.4638,0.811267758,1.404,0.744741206,1.3081,0.633888453,1.2491,0.565226625,1.2009,0.492101012,1.1579,0.431029197,1.1244,0.374884907,1.0959,0.322045899,1.0331,0.184412014,1.0146,0.12078203,1.0066,0.082201677,1.004,0.063122092,1.0023,0.04994957,1.0017,0.043558004,1.0013,0.036033871,1.0008,0.028274369
3.5,1.4248,0.779362368,1.3101,0.6343329,1.2402,0.540493454,1.1626,0.428461898,1.1038,0.33946588,1.0678,0.269091808,1.0424,0.210728927,1.0266,0.164606043,1.0199,0.143199304,1.0127,0.113754138,1.0022,0.046854877,1.0003,0.017318776,1.0003,0.017318776,1,0,1,0,1,0,1,0,1,0
4,1.2655,0.578310638,1.1769,0.452578029,1.0967,0.324591506,1.0397,0.202306705,1.0168,0.130074794,1.0089,0.093923757,1.0032,0.056480784,1.0017,0.041198055,1.0002,0.014141428,1.001,0.031608542,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4.5,1.1723,0.447697167,1.08,0.293953467,1.022,0.149392877,1.0057,0.076603504,1.0016,0.039969986,1.0003,0.017318776,1.0001,0.01,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5,1.1069,0.339240178,1.0238,0.153087895,1.0026,0.050926411,1.0003,0.017318776,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
