epsilon,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,0.9,,1,,1.5,,2,,2.5,,3,,3.5,,4,,4.5,,5,
,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL
0,369.138,362.3669,370.6684,362.0783,369.8825,366.1676,370.892,366.4267,369.3598,361.9255,370.1446,359.2172,369.7413,364.8975,369.5822,362.4294,370.652,365.4759,369.3817,361.6937,370.4019,363.5579,370.1907,359.4968,370.9761,359.5847,369.7308,359.5107,369.0709,358.6947,370.6087,368.7374,369.9609,360.0712,370.4814,360.1328
0.5,103.7853,102.7440277,102.3287,101.9434221,101.2257,101.5856246,101.5831,103.7872635,102.2354,100.7256082,99.7672,99.30383643,100.4863,100.7116274,97.3526,94.10368868,96.0841,96.46108594,97.8207,96.50586246,91.9646,91.79529936,86.9416,86.74247411,86.0005,84.51212771,81.4223,81.08915777,78.4044,78.04995734,75.9912,74.55595739,72.2223,71.35085267,70.3825,69.27894594
1,16.4441,15.92851051,16.3634,15.55945854,15.7706,15.00670836,15.8722,15.20843177,15.5525,14.92724777,15.1065,14.8164338,14.9379,14.49765711,14.3839,13.59391041,14.1135,13.59694471,14.0192,13.37475681,12.7271,11.99317344,11.4518,11.16881153,10.6766,10.14868031,9.6531,9.042485114,8.9653,8.474625528,8.3189,7.832747793,7.8117,7.200154674,7.3062,6.725159057
1.5,5.1092,4.649821227,5.0088,4.442420069,4.7588,4.245211979,4.6771,4.149067011,4.4963,4.020671945,4.431,3.947834538,4.2919,3.774800565,4.1357,3.554623615,4.0202,3.459391377,3.9024,3.371885407,3.4001,2.888780797,2.9793,2.406834185,2.6574,2.096822574,2.4119,1.829254768,2.2274,1.66768323,2.0432,1.458131124,1.9711,1.408993725,1.8991,1.336150336
2,2.6706,2.125781629,2.5579,1.996809033,2.4467,1.86223143,2.3485,1.769112977,2.219,1.655207833,2.1538,1.580757869,2.0576,1.476583987,1.9762,1.393207688,1.9285,1.340435536,1.8551,1.27163898,1.5613,0.940282257,1.3864,0.738748682,1.2903,0.61778967,1.2247,0.531449107,1.1711,0.452819274,1.1408,0.407911754,1.1247,0.375718014,1.1051,0.342732748
2.5,1.819,1.206393194,1.7472,1.141324854,1.6435,1.046574069,1.5778,0.944370872,1.5125,0.877907069,1.4137,0.767340336,1.3599,0.70329329,1.3079,0.629712032,1.2512,0.570728598,1.2158,0.510741075,1.0972,0.324904165,1.0465,0.221681448,1.0305,0.180479936,1.0182,0.133680765,1.0113,0.105704434,1.0106,0.103386212,1.0055,0.073961456,1.0051,0.071235507
3,1.4837,0.833188892,1.406,0.756585251,1.3167,0.647953003,1.2438,0.552260862,1.1687,0.448620593,1.1165,0.361027401,1.0821,0.302603283,1.056,0.241805391,1.0394,0.203597115,1.0297,0.174416032,1.0068,0.082185372,1.0024,0.048933419,1.0009,0.029987996,1.0004,0.019996999,1,0,1,0,1,0,1.0001,0.01
3.5,1.2945,0.620812605,1.2161,0.520795462,1.1237,0.367711614,1.0702,0.274006328,1.0328,0.183650572,1.0165,0.127394556,1.0093,0.099068115,1.004,0.064687081,1.002,0.04467885,1.0008,0.028274369,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4,1.1805,0.463401796,1.0902,0.310923829,1.0307,0.174815806,1.0069,0.082783303,1.0034,0.058213219,1.0008,0.028274369,1.0001,0.01,1.0001,0.01,1.0001,0.01,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4.5,1.1108,0.348332447,1.0299,0.174381854,1.0029,0.053776195,1.0003,0.017318776,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5,1.0623,0.256953911,1.0044,0.066189713,1.0001,0.01,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
