epsilon,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,0.9,,1,,1.5,,2,,2.5,,3,,3.5,,4,,4.5,,5,
,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL
0,369.8394,357.5245,370.9992,365.4403,369.3458,366.5924,370.4131,362.6715,369.2455,363.4586,370.974,360.2861,369.2747,360.472,370.6841,361.2013,370.1759,364.5472,369.1706,356.1285,370.9792,361.4389,369.6595,359.3098,370.1105,357.0147,369.1137,362.1619,369.3165,360.0327,369.574,366.9483,369.4515,363.9565,370.7329,362.5421
0.5,14.5109,13.68828763,14.4011,13.88078839,13.9175,13.43745327,13.4336,12.91785114,12.8321,12.41563226,12.6087,11.99570648,12.2475,11.59224231,11.6896,11.03974816,11.4851,10.85278565,11.0565,10.51275223,9.3855,8.88452493,8.1858,7.690071006,7.3074,6.758096805,6.5861,6.10030394,6.2292,5.772850244,5.8885,5.290734064,5.4716,4.930134284,5.2968,4.745541252
1,2.4077,1.845378349,2.2357,1.656025287,2.063,1.459672588,1.9505,1.376676895,1.8201,1.231376311,1.7181,1.116582763,1.6279,1.020855428,1.5352,0.895008974,1.4746,0.842036663,1.3958,0.741078457,1.2312,0.527990944,1.1498,0.413493721,1.1081,0.346736806,1.0826,0.301639418,1.066,0.262013101,1.0628,0.25896499,1.0508,0.234147053,1.0495,0.227277178
1.5,1.3816,0.72610892,1.2318,0.532256601,1.1291,0.388649321,1.0717,0.275257492,1.039,0.202195668,1.0171,0.135681358,1.0095,0.097008716,1.0058,0.079793463,1.0041,0.063903039,1.0024,0.048933419,1.0005,0.022356207,1.0002,0.014141428,1.0003,0.017318776,1,0,1,0,1,0,1,0,1,0
2,1.1002,0.330107342,1.0123,0.112915831,1.0015,0.03870271,1,0,1.0001,0.01,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2.5,1.0055,0.073961456,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3.5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4.5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
