epsilon,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,0.9,,1,,1.5,,2,,2.5,,3,,3.5,,4,,4.5,,5,
,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL
0,369.138,362.3669,370.6684,362.0783,369.8825,366.1676,370.892,366.4267,369.3598,361.9255,370.1446,359.2172,369.7413,364.8975,369.5822,362.4294,370.652,365.4759,369.3817,361.6937,370.4019,363.5579,370.1907,359.4968,370.9761,359.5847,369.7308,359.5107,369.0709,358.6947,370.6087,368.7374,369.9609,360.0712,370.4814,360.1328
0.5,110.1208,111.546275,111.3722,109.5064155,108.2261,106.5850534,107.6654,105.9744936,108.9489,107.2353171,106.4628,105.6022557,107.0598,105.9497417,105.6202,104.9238136,103.1816,100.4737514,102.5375,100.4225874,99.2567,97.81087517,91.9046,92.14900023,92.3216,93.02797748,87.751,87.29721347,82.1898,81.66100678,79.4277,78.29246288,75.7902,75.83719082,73.0264,72.52670622
1,23.048,22.41898207,22.6178,22.30495179,21.5622,21.03967676,21.4464,21.08052575,21.2738,20.55836322,20.6552,19.92273085,20.0613,19.44646392,19.5408,19.10490605,19.6931,19.22122415,18.9886,18.3499412,17.1607,16.6752056,15.1934,14.65962097,13.5791,13.11917507,12.4787,12.13774603,11.0148,10.40079798,10.0655,9.469835137,9.2507,8.766580565,8.549,8.039692946
1.5,7.485,6.996675664,7.3967,6.871932149,6.9577,6.528382088,6.7807,6.273303989,6.4559,5.881387104,6.2748,5.724086082,5.989,5.478346487,5.719,5.109447098,5.6059,5.108228126,5.4381,4.958752596,4.4489,3.942022672,3.7139,3.14884714,3.2209,2.607639386,2.8071,2.270243377,2.5051,1.953959003,2.2927,1.70666868,2.1381,1.544042356,2.0444,1.446871792
2,3.677,3.096680472,3.5309,2.969432091,3.3007,2.781627807,3.1281,2.54569017,2.9955,2.481027065,2.8372,2.246107891,2.6617,2.065255344,2.5316,1.993188079,2.4027,1.857007689,2.2541,1.693168589,1.8063,1.214218985,1.5448,0.902814747,1.3744,0.716851468,1.2739,0.583706143,1.2041,0.499067227,1.1753,0.446978623,1.1418,0.399635748,1.1252,0.368155557
2.5,2.3053,1.727828246,2.1892,1.649810761,2.0382,1.43385716,1.8887,1.301030967,1.7856,1.176252948,1.6366,1.01491056,1.5606,0.937024782,1.45,0.821442315,1.3762,0.72878438,1.3026,0.619089305,1.144,0.412166214,1.066,0.262394522,1.0376,0.196443628,1.0194,0.140091408,1.0131,0.115454419,1.0082,0.092377559,1.0065,0.080364145,1.0051,0.071235507
3,1.7719,1.18971086,1.6117,0.981335525,1.4897,0.851684476,1.3769,0.730821319,1.2624,0.570069064,1.1914,0.470093755,1.1289,0.37907672,1.0887,0.310228842,1.0624,0.257900933,1.0425,0.207600722,1.0096,0.098533298,1.0025,0.049939958,1.001,0.031608542,1.0007,0.026449574,1.0003,0.017318776,1.0001,0.01,1,0,1,0
3.5,1.4778,0.844380517,1.3321,0.656393689,1.1997,0.499244263,1.1131,0.356540463,1.0586,0.248137456,1.0274,0.16688926,1.0147,0.122005732,1.0065,0.080364145,1.0025,0.049939958,1.0019,0.043549738,1.0001,0.01,1.0002,0.014141428,1,0,1,0,1,0,1,0,1,0,1,0
4,1.2926,0.614673102,1.1486,0.412474306,1.0506,0.230314881,1.0164,0.130892144,1.0035,0.060729884,1.0006,0.024488772,1.0002,0.014141428,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4.5,1.1747,0.452990541,1.0454,0.216664566,1.0055,0.073961456,1.0006,0.024488772,1.0001,0.01,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5,1.0966,0.326923734,1.0059,0.076588358,1.0003,0.017318776,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
